freq_hz;mag
0;26,35574976
2,221246288;24,89598327
4,442492576;2,76991127
6,663738864;0,0798577851
8,884985151;1,989792081
11,10623144;1,025517933
13,32747773;2,009856688
15,54872402;1,111952796
17,7699703;1,049393585
19,99121659;0,7571798393
22,21246288;0,7239382101
24,43370917;1,04044205
26,65495545;0,5745834388
28,87620174;0,4377645144
31,09744803;0,108805842
33,31869432;0,8263296302
35,53994061;0,3473443997
37,76118689;0,1571489079
39,98243318;0,3713918088
42,20367947;0,2800489173
44,42492576;0,5471965736
46,64617205;0,04189167537
48,86741833;0,2800828232
51,08866462;0,2516242809
53,30991091;0,5480524386
55,5311572;0,4279742243
57,75240348;0,1360152565
59,97364977;0,4695927355
62,19489606;0,1192967171
64,41614235;0,4236013922
66,63738864;0,280008802
68,85863492;0,330374416
71,07988121;0,1487063763
73,3011275;0,2372282766
75,52237379;0,2283525726
77,74362008;0,2150311725
79,96486636;0,1993627634
82,18611265;0,4841003465
84,40735894;0,09301725216
86,62860523;0,2225941597
88,84985151;0,4290785995
91,0710978;0,5088425633
93,29234409;0,06384210283
95,51359038;0,1255801444
97,73483667;0,1776394891
99,95608295;0,06919105895
102,1773292;0,08198486977
104,3985755;0,07476190706
106,6198218;0,03926708321
108,8410681;0,1560004214
111,0623144;0,05442863548
113,2835607;0,1395687892
115,504807;0,05402053679
117,7260533;0,1422682966
119,9472995;0,1648480273
122,1685458;0,07077273079
124,3897921;0,1061461321
126,6110384;0,1278452163
128,8322847;0,2949400106
131,053531;0,2308694503
133,2747773;0,1490571121
135,4960236;0,0466707125
137,7172698;0,3234747912
139,9385161;0,4476040236
142,1597624;0,2291842867
144,3810087;0,3442381048
146,602255;0,3107042968
148,8235013;0,213543538
151,0447476;0,1498332094
153,2659939;0,07781419104
155,4872402;0,06177447376
157,7084864;0,01633110999
159,9297327;0,1806428028
162,150979;0,08173153515
164,3722253;0,2275740983
166,5934716;0,1163276079
168,8147179;0,08703626019
171,0359642;0,05375537
173,2572105;0,2521378536
175,4784567;0,01218695173
177,699703;0,2350136037
179,9209493;0,2136693708
182,1421956;0,1050766379
184,3634419;0,0666529065
186,5846882;0,1053926135
188,8059345;0,110769008
191,0271808;0,07469824008
193,248427;0,1151278587
195,4696733;0,06812617444
197,6909196;0,1093191793
199,9121659;0,1298165536
202,1334122;0,06687830751
204,3546585;0,02485759314
206,5759048;0,1170581378
208,7971511;0,1159092797
211,0183973;0,1293218287
213,2396436;0,05734207224
215,4608899;0,2761037036
217,6821362;0,1509271263
219,9033825;0,2856110749
222,1246288;0,1330826271
224,3458751;0,2247889584
226,5671214;0,2257545572
228,7883677;0,268941738
231,0096139;0,1715151036
233,2308602;0,08306818593
235,4521065;0,3004901044
237,6733528;0,04562117009
239,8945991;0,1438522789
242,1158454;0,09749405444
244,3370917;0,2321125244
246,558338;0,04052398021
248,7795842;0,06530004807
251,0008305;0,1166662225
253,2220768;0,1911954809
255,4433231;0,1726510612
257,6645694;0,07988671503
259,8858157;0,06911641413
262,107062;0,05313926957
264,3283083;0,03692241634
266,5495545;0,09842417618
268,7708008;0,04623241717
270,9920471;0,09999343207
273,2132934;0,1522612542
275,4345397;0,1856937072
277,655786;0,1143331368
279,8770323;0,2006536495
282,0982786;0,05463399437
284,3195248;0,1414841486
286,5407711;0,1639660039
288,7620174;0,07336512739
290,9832637;0,0818893032
293,20451;0,01799038256
295,4257563;0,100624346
297,6470026;0,04633630475
299,8682489;0,1194852148
302,0894951;0,03228685609
304,3107414;0,1024942121
306,5319877;0,1025936134
308,753234;0,01392713152
310,9744803;0,09325428242
313,1957266;0,2047300302
315,4169729;0,09741182486
317,6382192;0,05315849733
319,8594655;0,01627128451
322,0807117;0,03033770716
324,301958;0,056393533
326,5232043;0,04268908401
328,7444506;0,08334369675
330,9656969;0,07155477773
333,1869432;0,07281587061
335,4081895;0,05070380795
337,6294358;0,07640237859
339,850682;0,02524727772
342,0719283;0,06836384972
344,2931746;0,09384844631
346,5144209;0,03368748848
348,7356672;0,08548950668
350,9569135;0,03972439629
353,1781598;0,164608562
355,3994061;0,1207979235
357,6206523;0,101517491
359,8418986;0,03530778814
362,0631449;0,04819589736
364,2843912;0,1430676992
366,5056375;0,02932659287
368,7268838;0,09228605515
370,9481301;0,05490512194
373,1693764;0,05013417362
375,3906226;0,1099323894
377,6118689;0,05113573549
379,8331152;0,06262989118
382,0543615;0,09010842388
384,2756078;0,1683810743
386,4968541;0,06369054879
388,7181004;0,1594592959
390,9393467;0,1501809164
393,160593;0,009650178518
395,3818392;0,1333519135
397,6030855;0,1508588496
399,8243318;0,07693115423
402,0455781;0,1650065443
404,2668244;0,09657516714
406,4880707;0,08529901872
408,709317;0,1202598111
410,9305633;0,1156738395
413,1518095;0,0850411126
415,3730558;0,06115941031
417,5943021;0,05403109372
419,8155484;0,07552663371
422,0367947;0,05826622498
424,258041;0,0623225469
426,4792873;0,08842303609
428,7005336;0,05931695511
430,9217798;0,04321071388
433,1430261;0,02933584198
435,3642724;0,06548152263
437,5855187;0,1452295536
439,806765;0,04503377876
442,0280113;0,1737775728
444,2492576;0,1354903092
446,4705039;0,04031524575
448,6917501;0,04427884131
450,9129964;0,1169311821
453,1342427;0,1177472042
455,355489;0,04699966536
457,5767353;0,09878940436
459,7979816;0,04101911222
462,0192279;0,06140881652
464,2404742;0,07282647013
466,4617205;0,08319363958
468,6829667;0,03148365248
470,904213;0,04842976802
473,1254593;0,04944428992
475,3467056;0,04221127052
477,5679519;0,02445621133
479,7891982;0,05414182644
482,0104445;0,09350687438
484,2316908;0,05029466082
486,452937;0,1544321927
488,6741833;0,1603019312
490,8954296;0,09699901372
493,1166759;0,07246445903
495,3379222;0,1182608413
497,5591685;0,09537135149
499,7804148;0,02593976798
502,0016611;0,1066906059
504,2229073;0,05813263905
506,4441536;0,06050559388
508,6653999;0,02797773545
510,8866462;0,04798614054
513,1078925;0,015311548
515,3291388;0,04535049022
517,5503851;0,07780048263
519,7716314;0,08867272193
521,9928776;0,03601041435
524,2141239;0,05961038469
526,4353702;0,08612242422
528,6566165;0,05047447199
530,8778628;0,1646706525
533,0991091;0,171044832
535,3203554;0,08214168419
537,5416017;0,09276404402
539,762848;0,1431607839
541,9840942;0,08481568986
544,2053405;0,05408572281
546,4265868;0,08217398111
548,6478331;0,09241868105
550,8690794;0,03956688805
553,0903257;0,07960754496
555,311572;0,06445300733
557,5328183;0,05409809019
559,7540645;0,08422716462
561,9753108;0,08827215692
564,1965571;0,01968506576
566,4178034;0,05105361366
568,6390497;0,04913183732
570,860296;0,09471617953
573,0815423;0,09287427292
575,3027886;0,09429971001
577,5240348;0,2424286499
579,7452811;0,1290391654
581,9665274;0,09130590798
584,1877737;0,03407105946
586,40902;0,08785853082
588,6302663;0,08008830261
590,8515126;0,07341229836
593,0727589;0,05803033292
595,2940051;0,05712012764
597,5152514;0,05169615326
599,7364977;0,03296041294
601,957744;0,03766445522
604,1789903;0,04591810785
606,4002366;0,05575187462
608,6214829;0,0555994032
610,8427292;0,0739392257
613,0639755;0,06840798759
615,2852217;0,09225831275
617,506468;0,08728504696
619,7277143;0,1266105473
621,9489606;0,1415864133
624,1702069;0,04466233976
626,3914532;0,1123300166
628,6126995;0,1645091475
630,8339458;0,09642718668
633,055192;0,03205487662
635,2764383;0,04335297182
637,4976846;0,05669378893
639,7189309;0,03152050443
641,9401772;0,07505471276
644,1614235;0,05415369445
646,3826698;0,03159684531
648,6039161;0,07450650767
650,8251623;0,04220959853
653,0464086;0,03627870688
655,2676549;0,01497457626
657,4889012;0,05063311246
659,7101475;0,05814671275
661,9313938;0,05607195162
664,1526401;0,07597872197
666,3738864;0,09048278076
668,5951326;0,1027894622
670,8163789;0,08119425577
673,0376252;0,1005218181
675,2588715;0,05497214363
677,4801178;0,007284081745
679,7013641;0,0597076506
681,9226104;0,04504662135
684,1438567;0,03464614185
686,365103;0,07406485862
688,5863492;0,06860006049
690,8075955;0,03089391971
693,0288418;0,04646550666
695,2500881;0,01042686788
697,4713344;0,07919031718
699,6925807;0,02606066697
701,913827;0,1396781298
704,1350733;0,08398127855
706,3563195;0,09717882494
708,5775658;0,09723446077
710,7988121;0,1139676133
713,0200584;0,1315788405
715,2413047;0,1200693063
717,462551;0,09760229403
719,6837973;0,008945081439
721,9050436;0,08147129761
724,1262898;0,04873216163
726,3475361;0,06030111153
728,5687824;0,06887430333
730,7900287;0,05227594027
733,011275;0,02222685692
735,2325213;0,03882935039
737,4537676;0,07217175394
739,6750139;0,03274474049
741,8962601;0,07270764427
744,1175064;0,0444296549
746,3387527;0,06537106352
748,559999;0,1320849921
750,7812453;0,03885180812
753,0024916;0,09664427057
755,2237379;0,1078329054
757,4449842;0,0662012318
759,6662305;0,02070377609
761,8874767;0,09239744619
764,108723;0,1038319081
766,3299693;0,0313033045
768,5512156;0,07487505421
770,7724619;0,009424650906
772,9937082;0,09143909874
775,2149545;0,06302605364
